,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,title,url,Listing Month,Listing Year,Zipcode
4263,95,1,4,Austin,11-Aug,"Our apartment is perfect for the budget traveler. It's very clean and with about 500 square feet it is spacious enough for 2 guests, although there is a fold out couch if you need it. My wife and I lived here before buying the main house on the property. It was a great place to live and gave us many happy years. I'm sure you will love it too!\n\nLocated near Congress and Riverside, just a few blocks away from longtime Austin establishments such as Guero's Taco Bar, The Continental Club, Allen's Boots, and many other amazing restaurants, shops and music venues. The South Congress bridge, where the bats emerge at sunset every evening from March to October, is just a few more blocks away and leads directly into the downtown area only a mile from our apartment, all within walking distance. You can pick up the hike and bike trail at the bridge as well, and it runs for many miles around Lady Bird Lake. Public bike rentals are within a five minute walk on Congress Avenue.\n\nWe do provide off street parking for one car. \n\nRate includes 15% state and local hotel taxes for stays shorter than 30 days.\n\n\nWe may or may not be here when you arrive but we will make sure to leave the door unlocked and the apartment ready for you when you get here.\n\nOur neighborhood is very quiet but still within a five minute walk to South Congress Avenue where business is booming!\n\nThere is public transportation within a five minute walk on Congress Avenue.\n\nI have the best wifi range extender that money can buy but I have heard from our guests that it can be a little spotty, especially in the back of the apartment further away from our house. We do apologize in advance for any inconvenience. I am looking into ways to run a physical line from the house to the apartment but this is a fairly major project that will have to take place sometime in 2017.",South Congress Studio Apartment,https://www.airbnb.com/rooms/202187?location=Colorado%20River%2C%20TX,August,2011,[78704]
4264,38,1,7,Austin,13-May,"My husband and I have been hosting guests around the world since 2007. My goal is to make sure our guests feel comfortable at home. Our room is cozy with desk and closet. We also provide high quality of hospitality towels for your use. The location is unbeatable, Convenient to Hwy. 290, Hwy. 183 and SH-130. Close to major employers like Samsung, Dell and Applied Materials. Only 10 miles to the University of Texas, 20 min to downtown and to the airport.","Private room close to IT Dist Apple,Samsung,Dell",https://www.airbnb.com/rooms/14151299?location=Coupland%2C%20TX,May,2013,[78754]
4281,100,1,6,Austin,13-May,"Very charming backyard cottage in a great location, close to UT and walkable to cafes &amp; bars. Beautiful inside and out. It is located in an enclosed private backyard with a fish pond. The cottage has a screened in porch and lots of windows and skylights to the tree canopy. The sofa in the living can fold out to a bed. There is a claw foot bath tub &amp; shower in the spacious bathroom. From the queen-size bed enjoy the windows to the garden or watch TV.","Charming Cottage, Great Location, Fish Pond",https://www.airbnb.com/rooms/1130450?location=Colorado%20River%2C%20TX,May,2013,[78722]
4282,80,0,3,Austin,14-Sep,Convenient north/central Austin location decorated with rustic \,Chicken Coop Cottage,https://www.airbnb.com/rooms/4227044?location=Colorado%20River%2C%20TX,September,2014,[78757]
4287,87,1,3,Austin,15-Jun,"You have the apartment to yourself. It has 1 bedroom, 1 bath, hardwood floors, full kitchen, living room with a foldout couch/bed which could sleep an extra 2 people if needed. Very convenient location, very close to I-35, Mueller development.",Cute Apartment-Central Austin,https://www.airbnb.com/rooms/10340419?location=Colorado%20River%2C%20TX,June,2015,[78751]
4294,105,3,6,Pflugerville,16-Jun,"Well, the house isn't the actual definition of a \","PflugerVilla - Close to Austin, TX",https://www.airbnb.com/rooms/16824642?location=Coupland%2C%20TX,June,2016,[78660]
4305,60,1,4,Austin,14-Aug,"Lovely, cozy 1 bedroom 1 bathroom 1st floor apartment in a secure complex in North Austin/Coppertree/Tech Ridge area, seconds from I-35 and 15 minutes from downtown. Patio looks out onto a forest, so serene and quiet. Walking distance to bus stop!","Perfectly Situated, Cozy Apartment!",https://www.airbnb.com/rooms/11513750?location=Coupland%2C%20TX,August,2014,[78753]
4307,107,0,6,Austin,11-Jun,"Charming, artsy cottage on a quiet side street in East Austin. Close to downtown, E. 6th St. and Rainey St., Hike and Bike Trail and other attractions. A great jumping-off point to explore the capitol of Texas. Please read below for more details; as with many Airbnb rentals, it has all kinds of idiosyncracies.","Sweet, Sexy Studio in the '02",https://www.airbnb.com/rooms/141550?location=Colorado%20River%2C%20TX,June,2011,[78702]
4320,70,1,4,Pflugerville,15-May,"Enjoy one of the most sought after Central Texas suburbs just 20 minutes from Downtown Austin &amp; 15 minutes from Circuit of the Americas. Close to I35, I45 &amp; I130. Come relax in your private room &amp; full bath &amp; go for a swim as we ensure your comfort.","Comfortable, Clean, & Welcoming",https://www.airbnb.com/rooms/6314695?location=Coupland%2C%20TX,May,2015,[78660]
4324,86,1,4,Austin,11-Mar,"Quiet neighborhood, minutes to DT Austin and Soco. The cottage is super clean, comfy, private, with separate entrance.\n Relax at my xeriscaped oasis 1.5 miles to DT &amp; listen to sounds of water features and koi pond while enjoying plants, folk art. Over a period of 30 years, I have created my dream backyard. \n9% City of Austin STR Tax not included in your Airbnb bill and is due in cash upon check in. The 6% State of Texas STR tax is included in your Airbnb bill. Licensed, owner occupied STR.",78704 Detached Garden Cottage,https://www.airbnb.com/rooms/78974?location=Colorado%20River%2C%20TX,March,2011,[78704]
4339,200,1,6,Austin,13-Feb,"A clean and up to date condo with an unbeatable downtown location. Perfect for nightlife, conventions and getaways! \n\nNo surprises: Parking, Wi-Fi, Laundry, Printing, etc. - all included. \n\nEverything is right outside your door: bars, restaurants and venues. Taxis, buses, rentals cars and rental bikes are all available across the street. \n\nOr stay inside w/ the 4K HD TV, Bose surround sound, Wi-Fi, cook-ready kitchen and laundry facilities.","Downtwn: Convention Ctr, SXSW, Free Parking",https://www.airbnb.com/rooms/943528?location=Colorado%20River%2C%20TX,February,2013,[78701]
4344,175,0,7,Austin,14-Oct,"This luxury studio has easy access to S. Congress and all of the classic goodies - Magnolia Cafe, Stacy Park, Continental Club, Town Lake, downtown, and so much more. The studio boasts commercial grade kitchen appliances, 11 foot+ ceilings, balcony ",One of a Kind SOCO Treehouse Studio,https://www.airbnb.com/rooms/4295585?location=Colorado%20River%2C%20TX,October,2014,[78704]
4352,99,0,3,Austin,13-Mar,"Charming bungalow on Austin's east side. One bedroom located in a detached studio with a full size mattress &amp; desk. Coffee, tea, mini fridge and internet included. Bathroom has fresh linens and clean, recently remodeled shower.",Eastside Private Studio,https://www.airbnb.com/rooms/1013629?location=Colorado%20River%2C%20TX,March,2013,[78702]
4354,149,2,3,Austin,13-May,"I am listing my home in East Austin. It is a beautiful home with a swimming pool, Hot Tub, and Outdoor Patio with gas grill. The home is just a few blocks to all the nightlife of the EastSide and just a few blocks to downtown Austin",Beautiful EastSide Oasis,https://www.airbnb.com/rooms/10582463?location=Colorado%20River%2C%20TX,May,2013,[78702]
4360,114,1,3,Austin,14-Nov,"Come visit Lakeway and enjoy a great spot while you're here. Perfect for 1, 2, or 3 people. You'll be in a safe, typically quiet, 1950's fishing neighborhood. I am in the main house in front. Your cabin is completely separate with a private entrance/boardwalk. 30 minutes west of downtown. One king, a futon, spacious restroom, good wifi, TV, coffee, mini-fridge, microwave, and it's own backyard with a deck. Come stay a while!",The Lakeway Cabin,https://www.airbnb.com/rooms/11436439?location=Colorado%20River%2C%20TX,November,2014,[78734]
4399,100,1,6,Austin,13-May,"Very charming backyard cottage in a great location, close to UT and walkable to cafes &amp; bars. Beautiful inside and out. It is located in an enclosed private backyard with a fish pond. The cottage has a screened in porch and lots of windows and skylights to the tree canopy. The sofa in the living can fold out to a bed. There is a claw foot bath tub &amp; shower in the spacious bathroom. From the queen-size bed enjoy the windows to the garden or watch TV.","Charming Cottage, Great Location, Fish Pond",https://www.airbnb.com/rooms/1130450?location=Cedar%20Park%2C%20TX,May,2013,[78722]
4400,90,2,5,Austin,14-Feb,"Beautiful, private 2 bedroom suite, with bath and large living room area. Included is a treetop level, outside deck with a fantastic view of valley below. Quiet and peaceful. Perfect spot to get away or for touring musicians/artists to practice. Sorry, no children under the age of 12.",Secluded Scenic Hill Country suite.,https://www.airbnb.com/rooms/4892181?location=Colorado%20River%2C%20TX,February,2014,[78730]
4411,40,1,4,Austin,16-Sep,"You’ll love my place; clean, nicely decorated, quiet neighborhood. I am close to the Austin Airport, the COTA F1 Race Track, and an easy drive to the Downtown Austin Music Scene. My place is good for couples.",Lannie's Place Bedroom #2,https://www.airbnb.com/rooms/16609141?location=Cedar%20Creek%2C%20TX,September,2016,[78725]
4432,250,3,2,Austin,14-Feb,"Mid-century heaven! The Greenhouse is a spacious 3 bedroom hacienda filled with our collection of vintage furniture and lighting, custom tile, and longleaf pine countertops. In the heart of the East Side - close to downtown, East 6th, UT, Manor Road",The Greenhouse,https://www.airbnb.com/rooms/4351493?location=Colorado%20River%2C%20TX,February,2014,[78702]
4453,37,1,5,Austin,15-Aug,"Hey! I'm Jeff, and welcome to my home. It's a stylish, artful, and spacious one bedroom with a hallway bathroom (that's reserved for this and the other Airbnb room). Comfortable Queen-sized bed. I've been in Austin for 5 years, AMA!","Clean, Comfy & Stylish Room",https://www.airbnb.com/rooms/7726673?location=Cedar%20Park%2C%20TX,August,2015,[78723]
4462,58,2,8,Austin,17-Apr,"Awesome place to hang your head just north of downtown in Austin Texas! \n\nThe house is only a 5 minute drive to Barton Springs pool, Downtown, Castle hill, Wahoo's, the greenbelt and lake Austin!\n\nAlso be sure to get some of the best BBQ in Austin at Rudy's!",Cozy 2br+2ba Austin home! 5 min to downtown!,https://www.airbnb.com/rooms/18378314?location=Cedar%20Park%2C%20TX,April,2017,[78756]
4468,45,1,7,Austin,13-Jul,"Private room &amp; shared bath 6 miles or 10 mins (no traffic) from downtown. Your room is clean, 1/2 the price of a budget hotel, has a 5 star rating, &amp; is completely private (lock/key). Come enjoy the comfort of home in a unique East Austin neighborhood that combines the feel of a quirky Mayberry, while doing its part to keep Austin weird. Convenient to shopping, Mueller &amp; Austin entertainment. ***Continental Breakfast March 10-19 and FREE parking pass in Downtown Austin near SXSW ****",!!Private Austin Room- 10 mins to Downtown,https://www.airbnb.com/rooms/2318394?location=Cedar%20Park%2C%20TX,July,2013,[78752]
4469,75,2,6,Austin,16-Sep,"Hey, my place is close to Austin Downtown and the Airport. The suite includes two bedrooms, a bathroom, the living room and the kitchen. It has a private entrance from the front door. It has high-ceiling throughout. All furnished with two queen size beds and a full size futon. The kitchen is fully equipped with attached washer and dryer. You’ll love my place because of the neighborhood, the comfy environment and proximity to the Circuit of the Americas, Downtown, and the Airport.",Two bedrooms suite with private entrance,https://www.airbnb.com/rooms/15274359?location=Cedar%20Creek%2C%20TX,September,2016,[78725]
